,distance,time,radial_velocity,obs_signal,x,y,z,time_step
34362,465.0,2023-05-05 11:34:40.220004,9.2493,0.2287,6.4737,-457.8898,80.7464,52
34462,765.0,2023-05-05 11:34:40.220004,10.7782,0.1078,10.6503,-753.3026,132.8409,52
34562,1065.0,2023-05-05 11:34:40.220004,11.9248,0.048,14.8269,-1048.7155,184.9353,52
34662,261.0,2023-05-05 11:34:43.240008,6.4975,0.4101,-16.7214,-256.4903,45.3222,52
34762,561.0,2023-05-05 11:34:43.240008,10.2049,0.1816,-35.9413,-551.3068,97.4166,52
34862,861.0,2023-05-05 11:34:43.240008,12.2305,0.0568,-55.1612,-846.1233,149.5111,52
34962,93.0,2023-05-05 11:34:46.250004,5.3891,0.7255,-13.1579,-90.637,16.1493,52
35062,393.0,2023-05-05 11:34:46.250004,6.2682,0.2709,-55.6027,-383.0145,68.2437,52
35162,693.0,2023-05-05 11:34:46.250004,11.5426,0.1332,-98.0475,-675.392,120.3382,52
35262,993.0,2023-05-05 11:34:46.250004,12.5363,0.0476,-140.4924,-967.7695,172.4326,52
35362,261.0,2023-05-05 11:34:49.270008,4.8922,0.4049,-56.8582,-250.6672,45.3222,52
35462,561.0,2023-05-05 11:34:49.270008,8.4085,0.199,-122.2124,-538.7904,97.4166,52
35562,861.0,2023-05-05 11:34:49.270008,11.6572,0.0822,-187.5666,-826.9137,149.5111,52
35662,1227.0,2023-05-05 11:34:49.270008,12.5745,0.0197,-267.2988,-1178.424,213.0663,52
35762,306.0,2023-05-05 11:34:52.290012,6.4975,0.3295,-89.6143,-287.7183,53.1363,52
35862,606.0,2023-05-05 11:34:52.290012,10.3577,0.14,-177.4714,-569.795,105.2308,52
35962,906.0,2023-05-05 11:34:52.290012,11.8866,0.0888,-265.3285,-851.8718,157.3252,52
36062,66.0,2023-05-05 11:34:55.300008,-8.7143,0.0344,-24.1695,-60.3364,11.4608,52
36162,369.0,2023-05-05 11:34:55.300008,8.2174,0.2859,-135.1295,-337.3355,64.0762,52
36262,669.0,2023-05-05 11:34:55.300008,11.0839,0.1187,-244.9909,-611.5921,116.1706,52
36362,969.0,2023-05-05 11:34:55.300008,12.2305,0.0581,-354.8523,-885.8486,168.2651,52
36462,186.0,2023-05-05 11:34:58.320012,7.8734,0.512,-81.3311,-164.1281,32.2986,52
36562,486.0,2023-05-05 11:34:58.320012,9.708,0.2006,-212.5104,-428.851,84.393,52
36662,786.0,2023-05-05 11:34:58.320012,11.8866,0.067,-343.6897,-693.5738,136.4875,52
36762,33.0,2023-05-05 11:35:01.340016,-1.9492,0.0802,-16.6894,-27.886,5.7304,52
36862,342.0,2023-05-05 11:35:01.340016,9.6315,0.2817,-172.9629,-288.9999,59.3877,52
36962,642.0,2023-05-05 11:35:01.340016,7.5676,0.1256,-324.6847,-542.5086,111.4821,52
37062,942.0,2023-05-05 11:35:01.340016,10.7782,0.0637,-476.4065,-796.0173,163.5766,52
37162,126.0,2023-05-05 11:35:04.359984,5.7331,0.6149,-71.9335,-101.1081,21.8797,52
37262,426.0,2023-05-05 11:35:04.359984,8.4467,0.2276,-243.2038,-341.8417,73.9741,52
37362,726.0,2023-05-05 11:35:04.359984,10.8546,0.0917,-414.474,-582.5753,126.0686,52
37462,1026.0,2023-05-05 11:35:04.359984,10.7399,0.0348,-585.7442,-823.3089,178.163,52
37562,108.0,2023-05-05 11:35:07.370016,3.9367,0.6599,-68.2953,-81.5355,18.754,52
37662,408.0,2023-05-05 11:35:07.370016,6.5739,0.2435,-258.0044,-308.0231,70.8485,52
37762,708.0,2023-05-05 11:35:07.370016,11.1221,0.0914,-447.7135,-534.5107,122.9429,52
37862,1008.0,2023-05-05 11:35:07.370016,10.8546,0.0357,-637.4225,-760.9983,175.0374,52
37962,150.0,2023-05-05 11:35:10.399992,5.8095,0.5798,-103.5207,-105.3803,26.0472,52
38062,450.0,2023-05-05 11:35:10.399992,7.5294,0.2281,-310.5622,-316.1408,78.1417,52
38162,750.0,2023-05-05 11:35:10.399992,10.2813,0.0965,-517.6037,-526.9013,130.2361,52
38262,1050.0,2023-05-05 11:35:10.399992,10.5106,0.0424,-724.6452,-737.6618,182.3306,52
38362,243.0,2023-05-05 11:35:13.419996,3.1723,0.395,-180.663,-156.9373,42.1965,52
38462,543.0,2023-05-05 11:35:13.419996,9.4787,0.1445,-403.7038,-350.6871,94.291,52
38562,843.0,2023-05-05 11:35:13.419996,9.7844,0.0622,-626.7446,-544.4368,146.3854,52
38662,1143.0,2023-05-05 11:35:13.419996,8.9436,0.0436,-849.7854,-738.1866,198.4799,52
38762,270.0,2023-05-05 11:35:16.429992,5.1215,0.3715,-213.8819,-157.9757,46.885,52
38862,570.0,2023-05-05 11:35:16.429992,8.141,0.1215,-451.5286,-333.5042,98.9795,52
38962,870.0,2023-05-05 11:35:16.429992,8.6378,0.0585,-689.1752,-509.0327,151.0739,52
39062,147.0,2023-05-05 11:35:19.449996,2.4461,0.5679,-122.8762,-76.5432,25.5263,52
39162,447.0,2023-05-05 11:35:19.449996,7.5676,0.2105,-373.6438,-232.7538,77.6207,52
39262,747.0,2023-05-05 11:35:19.449996,7.797,0.086,-624.4115,-388.9644,129.7152,52
39362,1194.0,2023-05-05 11:35:19.449996,8.3703,0.0197,-998.0553,-621.7182,207.3359,52
39462,303.0,2023-05-05 11:35:22.470000,4.3953,0.3015,-264.9452,-137.2759,52.6154,52
39562,603.0,2023-05-05 11:35:22.470000,7.1472,0.0961,-527.2672,-273.1926,104.7099,52
39662,903.0,2023-05-05 11:35:22.470000,8.0263,0.0326,-789.5891,-409.1093,156.8043,52
39762,219.0,2023-05-05 11:35:25.479996,3.7456,0.4531,-198.7333,-83.7848,38.029,52
39862,519.0,2023-05-05 11:35:25.479996,6.421,0.1445,-470.9706,-198.5584,90.1234,52
39962,819.0,2023-05-05 11:35:25.479996,6.9943,0.0639,-743.208,-313.3321,142.2179,52
40062,111.0,2023-05-05 11:35:28.500000,0.4586,0.655,-103.7612,-34.3961,19.2749,52
40162,411.0,2023-05-05 11:35:28.500000,6.2299,0.2521,-384.1968,-127.3586,71.3694,52
40262,711.0,2023-05-05 11:35:28.500000,5.7331,0.0846,-664.6325,-220.321,123.4639,52
40362,1026.0,2023-05-05 11:35:28.500000,6.3446,0.0229,-959.0899,-317.9316,178.163,52
40462,306.0,2023-05-05 11:35:31.520004,4.2807,0.3428,-292.6399,-71.9334,53.1363,52
40562,606.0,2023-05-05 11:35:31.520004,4.8922,0.1198,-579.5418,-142.4564,105.2308,52
40662,906.0,2023-05-05 11:35:31.520004,6.2682,0.026,-866.4436,-212.9793,157.3252,52
40762,261.0,2023-05-05 11:35:34.530000,3.4016,0.3865,-253.6708,-41.4493,45.3222,52
40862,561.0,2023-05-05 11:35:34.530000,4.8158,0.139,-545.2464,-89.0921,97.4166,52
40962,861.0,2023-05-05 11:35:34.530000,4.6629,0.0304,-836.822,-136.7349,149.5111,52
41062,300.0,2023-05-05 11:35:37.550004,4.7776,0.3406,-294.4276,-24.465,52.0945,52
41162,600.0,2023-05-05 11:35:37.550004,2.8665,0.1151,-588.8553,-48.9301,104.1889,52
41262,24.0,2023-05-05 11:35:40.570008,-0.1911,0.116,-23.6352,-0.0908,4.1676,52
41362,333.0,2023-05-05 11:35:40.570008,3.5927,0.3018,-327.9386,-1.2592,57.8248,52
41462,633.0,2023-05-05 11:35:40.570008,3.6692,0.0973,-623.3787,-2.3936,109.9193,52
41562,21.0,2023-05-05 11:35:43.580004,-0.0382,0.1302,-20.6225,1.5542,3.6466,52
41662,330.0,2023-05-05 11:35:43.580004,2.6372,0.3055,-324.0675,24.4236,57.3039,52
41762,630.0,2023-05-05 11:35:43.580004,2.4843,0.0846,-618.6743,46.6269,109.3984,52
41862,30.0,2023-05-05 11:35:46.600008,-1.2231,0.1727,-29.1941,4.5351,5.2094,52
41962,336.0,2023-05-05 11:35:46.600008,2.6372,0.3133,-326.9737,50.7935,58.3458,52
42062,636.0,2023-05-05 11:35:46.600008,2.1021,0.0883,-618.9145,96.1449,110.4402,52
42162,69.0,2023-05-05 11:35:49.610004,-8.7525,0.0335,-66.1155,15.69,11.9817,52
42262,375.0,2023-05-05 11:35:49.610004,1.7964,0.2703,-359.3235,85.2716,65.1181,52
42362,675.0,2023-05-05 11:35:49.610004,1.1848,0.0702,-646.7823,153.4889,117.2125,52
42462,120.0,2023-05-05 11:35:52.630008,0.7262,0.6255,-112.4692,36.2832,20.8378,52
42562,420.0,2023-05-05 11:35:52.630008,0.0,0.22,-393.6421,126.9912,72.9322,52
42662,720.0,2023-05-05 11:35:52.630008,-0.1911,0.0519,-674.8151,217.6992,125.0267,52
42762,171.0,2023-05-05 11:35:55.650012,-0.688,0.5505,-155.6843,64.2002,29.6938,52
42862,471.0,2023-05-05 11:35:55.650012,-0.2293,0.1714,-428.8147,176.8322,81.7883,52
42962,771.0,2023-05-05 11:35:55.650012,-1.2231,0.0383,-701.9451,289.4642,133.8827,52
43062,201.0,2023-05-05 11:35:58.660008,-0.2293,0.4527,-176.4499,89.7118,34.9033,52
43162,501.0,2023-05-05 11:35:58.660008,-1.2231,0.1468,-439.8078,223.6101,86.9977,52
43262,801.0,2023-05-05 11:35:58.660008,-1.6817,0.0354,-703.1658,357.5083,139.0922,52
43362,240.0,2023-05-05 11:36:01.680012,-1.4906,0.3796,-201.5679,123.4242,41.6756,52
43462,540.0,2023-05-05 11:36:01.680012,-2.2932,0.1258,-453.5278,277.7045,93.77,52
43562,840.0,2023-05-05 11:36:01.680012,-2.599,0.0331,-705.4876,431.9847,145.8645,52
43662,252.0,2023-05-05 11:36:04.700016,-3.8985,0.3761,-200.775,145.8716,43.7593,52
43762,552.0,2023-05-05 11:36:04.700016,-1.567,0.1192,-439.7929,319.5282,95.8538,52
43862,864.0,2023-05-05 11:36:04.700016,-4.0896,0.0243,-688.3714,500.1311,150.032,52
43962,306.0,2023-05-05 11:36:07.710012,-3.5163,0.3424,-229.0809,195.7919,53.1363,52
44062,606.0,2023-05-05 11:36:07.710012,-2.9048,0.1232,-453.67,387.7448,105.2308,52
44162,906.0,2023-05-05 11:36:07.710012,-3.9749,0.0255,-678.2591,579.6976,157.3252,52
44262,300.0,2023-05-05 11:36:10.730016,-1.9492,0.3446,-208.7634,209.0551,52.0945,52
44362,600.0,2023-05-05 11:36:10.730016,-3.5163,0.1102,-417.5268,418.1101,104.1889,52
44462,30.0,2023-05-05 11:36:13.830012,-0.9173,0.1823,-19.1089,22.5325,5.2094,52
44562,336.0,2023-05-05 11:36:13.830012,-3.3634,0.2918,-214.0198,252.3634,58.3458,52
44662,636.0,2023-05-05 11:36:13.830012,-4.8158,0.0894,-405.1088,477.688,110.4402,52
44762,51.0,2023-05-05 11:36:16.850016,-6.8797,0.2208,-29.3583,40.7512,8.8561,52
44862,357.0,2023-05-05 11:36:16.850016,-1.9492,0.2993,-205.508,285.2585,61.9924,52
44962,657.0,2023-05-05 11:36:16.850016,-4.9304,0.1066,-378.2037,524.9716,114.0869,52
45062,963.0,2023-05-05 11:36:16.850016,-7.1472,0.0207,-554.3534,769.4788,167.2232,52
45162,315.0,2023-05-05 11:36:19.860012,-5.0451,0.3118,-160.8847,265.2341,54.6992,52
45262,615.0,2023-05-05 11:36:19.860012,-6.7268,0.114,-314.1082,517.838,106.7936,52
45362,915.0,2023-05-05 11:36:19.860012,-6.7268,0.0385,-467.3317,770.4419,158.8881,52
45462,279.0,2023-05-05 11:36:22.880016,-4.7776,0.3743,-123.4983,245.4424,48.4478,52
45562,579.0,2023-05-05 11:36:22.880016,-7.3765,0.1102,-256.2923,509.3589,100.5423,52
45662,891.0,2023-05-05 11:36:22.880016,-7.1854,0.0238,-394.3979,783.8321,154.7205,52
45762,225.0,2023-05-05 11:36:25.899984,-6.2299,0.4383,-83.651,205.1852,39.0708,52
45862,525.0,2023-05-05 11:36:25.899984,-6.9943,0.1404,-195.1857,478.7655,91.1653,52
45962,849.0,2023-05-05 11:36:25.899984,-8.5996,0.02,-315.6431,774.2323,147.4273,52
46062,291.0,2023-05-05 11:36:28.910016,-5.6184,0.364,-86.9389,273.0736,50.5316,52
46162,591.0,2023-05-05 11:36:28.910016,-8.1027,0.1211,-176.5666,554.5928,102.6261,52
46262,36.0,2023-05-05 11:36:31.929984,-1.9875,0.0595,-8.0536,34.5262,6.2513,52
46362,348.0,2023-05-05 11:36:31.929984,-6.421,0.2922,-77.8511,333.7536,60.4296,52
46462,648.0,2023-05-05 11:36:31.929984,-8.8671,0.1178,-144.9642,621.4722,112.524,52
46562,129.0,2023-05-05 11:36:34.949988,-2.8665,0.5656,-18.997,125.6118,22.4006,52
46662,429.0,2023-05-05 11:36:34.949988,-7.7205,0.2208,-63.1761,417.7323,74.4951,52
46762,729.0,2023-05-05 11:36:34.949988,-10.0902,0.0648,-107.3551,709.8528,126.5895,52
46862,180.0,2023-05-05 11:36:37.959984,-6.421,0.5065,-12.6123,176.8161,31.2567,52
46962,480.0,2023-05-05 11:36:37.959984,-8.5614,0.188,-33.6328,471.5097,83.3511,52
47062,780.0,2023-05-05 11:36:37.959984,-10.5106,0.0234,-54.6533,766.2033,135.4456,52
85,270.0,2023-05-05 11:43:41.790000,-5.9624,0.4354,0.0,265.8981,46.885,53
185,570.0,2023-05-05 11:43:41.790000,-9.4022,0.1775,0.0,561.3404,98.9795,53
285,9.0,2023-05-05 11:43:44.810004,0.5351,0.0888,0.6661,8.8382,1.5628,53
385,324.0,2023-05-05 11:43:44.810004,-6.5739,0.3929,23.9796,318.1754,56.262,53
485,624.0,2023-05-05 11:43:44.810004,-9.6698,0.1483,46.1829,612.7822,108.3565,53
585,24.0,2023-05-05 11:43:47.820000,-0.3822,0.0836,3.6403,23.3534,4.1676,53
685,336.0,2023-05-05 11:43:47.820000,-6.7268,0.4005,50.9647,326.947,58.3458,53
785,636.0,2023-05-05 11:43:47.820000,-11.1986,0.142,96.4689,618.864,110.4402,53
885,27.0,2023-05-05 11:43:50.850012,-0.3822,0.0703,6.1531,25.8681,4.6885,53
985,339.0,2023-05-05 11:43:50.850012,-7.109,0.4078,77.2556,324.788,58.8667,53
1085,639.0,2023-05-05 11:43:50.850012,-9.4022,0.1781,145.6234,612.2111,110.9612,53
1185,48.0,2023-05-05 11:43:53.879988,-4.3953,0.6038,14.5525,44.975,8.3351,53
1285,357.0,2023-05-05 11:43:53.879988,-8.141,0.3635,108.2345,334.5015,61.9924,53
1385,657.0,2023-05-05 11:43:53.879988,-11.9248,0.1119,199.1878,615.5952,114.0869,53
1485,24.0,2023-05-05 11:43:56.910000,-0.4969,0.0747,9.0334,21.841,4.1676,53
1585,342.0,2023-05-05 11:43:56.910000,-7.5294,0.3785,128.7265,311.234,59.3877,53
1685,642.0,2023-05-05 11:43:56.910000,-12.0777,0.1275,241.6444,584.2463,111.4821,53
1785,15.0,2023-05-05 11:43:59.930004,0.0382,0.0844,6.7087,13.1609,2.6047,53
1885,333.0,2023-05-05 11:43:59.930004,-8.4467,0.378,148.9331,292.1716,57.8248,53
1985,633.0,2023-05-05 11:43:59.930004,-12.0777,0.135,283.107,555.3892,109.9193,53
2085,36.0,2023-05-05 11:44:02.960016,-2.5225,0.0652,18.5506,30.2125,6.2513,53
2185,351.0,2023-05-05 11:44:02.960016,-8.3321,0.3895,180.8679,294.5723,60.9505,53
2285,651.0,2023-05-05 11:44:02.960016,-12.1923,0.1431,335.4559,546.3435,113.045,53
2385,33.0,2023-05-05 11:44:05.989992,-1.567,0.0686,19.1573,26.2519,5.7304,53
2485,348.0,2023-05-05 11:44:05.989992,-8.1792,0.3647,202.022,276.8382,60.4296,53
2585,648.0,2023-05-05 11:44:05.989992,-11.6955,0.1408,376.1788,515.4918,112.524,53
2685,99.0,2023-05-05 11:44:09.009996,-3.822,0.8,63.4866,73.9927,17.1912,53
2785,399.0,2023-05-05 11:44:09.009996,-8.6378,0.3126,255.8703,298.2128,69.2856,53
2885,699.0,2023-05-05 11:44:09.009996,-12.0012,0.1103,448.254,522.433,121.3801,53
2985,96.0,2023-05-05 11:44:12.019992,-2.8665,0.8185,67.0374,66.664,16.6702,53
3085,396.0,2023-05-05 11:44:12.019992,-7.1472,0.3308,276.5292,274.9891,68.7647,53
3185,696.0,2023-05-05 11:44:12.019992,-11.5043,0.1397,486.0211,483.3142,120.8591,53
3285,78.0,2023-05-05 11:44:15.039996,-1.4906,0.0303,58.567,49.7036,13.5446,53
3385,378.0,2023-05-05 11:44:15.039996,-6.9561,0.3496,283.8248,240.8713,65.639,53
3485,678.0,2023-05-05 11:44:15.039996,-11.4279,0.1214,509.0826,432.039,117.7335,53
3585,102.0,2023-05-05 11:44:18.139992,-1.911,0.8009,81.615,58.56,17.7121,53
3685,402.0,2023-05-05 11:44:18.139992,-6.9179,0.3192,321.6592,230.7952,69.8066,53
3785,702.0,2023-05-05 11:44:18.139992,-11.0457,0.1206,561.7033,403.0304,121.901,53
3885,126.0,2023-05-05 11:44:21.159996,-2.1021,0.7309,106.217,64.1501,21.8797,53
3985,426.0,2023-05-05 11:44:21.159996,-8.0645,0.2944,359.1146,216.8883,73.9741,53
4085,726.0,2023-05-05 11:44:21.159996,-10.1666,0.1145,612.0122,369.6266,126.0686,53
4185,153.0,2023-05-05 11:44:24.180000,-3.3252,0.6519,134.7272,67.4664,26.5682,53
4285,453.0,2023-05-05 11:44:24.180000,-8.141,0.293,398.8982,199.7533,78.6626,53
4385,753.0,2023-05-05 11:44:24.180000,-9.2876,0.0929,663.0692,332.0403,130.7571,53
4485,180.0,2023-05-05 11:44:27.189996,-3.3252,0.6312,164.2647,66.6342,31.2567,53
4585,480.0,2023-05-05 11:44:27.189996,-8.0645,0.2652,438.0393,177.6912,83.3511,53
4685,780.0,2023-05-05 11:44:27.189996,-8.4849,0.0491,711.8138,288.7482,135.4456,53
4785,261.0,2023-05-05 11:44:30.210000,-5.5802,0.1056,245.0709,77.5058,45.3222,53
4885,561.0,2023-05-05 11:44:30.210000,-8.6378,0.0453,526.7616,166.5928,97.4166,53
4985,177.0,2023-05-05 11:44:36.240000,-4.5865,0.5647,172.4008,25.7347,30.7357,53
5085,477.0,2023-05-05 11:44:36.240000,-6.9943,0.2333,464.6056,69.3529,82.8302,53
5185,777.0,2023-05-05 11:44:36.240000,-6.3064,0.0562,756.8103,112.971,134.9246,53
5285,222.0,2023-05-05 11:44:39.249996,-3.5545,0.5788,218.1027,15.1365,38.5499,53
5385,522.0,2023-05-05 11:44:39.249996,-6.3446,0.2474,512.8361,35.5912,90.6443,53
5485,822.0,2023-05-05 11:44:39.249996,-4.6247,0.0462,807.5695,56.0459,142.7388,53
5585,180.0,2023-05-05 11:44:42.270000,-3.6309,0.6693,177.2572,-1.7016,31.2567,53
5685,480.0,2023-05-05 11:44:42.270000,-4.5482,0.2767,472.6859,-4.5376,83.3511,53
5785,780.0,2023-05-05 11:44:42.270000,-4.4336,0.0642,768.1147,-7.3736,135.4456,53
5885,171.0,2023-05-05 11:44:45.290004,-3.2105,0.6909,167.7406,-14.9114,29.6938,53
5985,471.0,2023-05-05 11:44:45.290004,-4.1278,0.2919,462.0225,-41.0719,81.7883,53
6085,771.0,2023-05-05 11:44:45.290004,-3.5545,0.0846,756.3043,-67.2323,133.8827,53
6185,159.0,2023-05-05 11:44:48.300000,-2.5608,0.7364,154.3871,-26.1403,27.6101,53
6285,459.0,2023-05-05 11:44:48.300000,-3.4781,0.3046,445.6834,-75.4617,79.7045,53
6385,759.0,2023-05-05 11:44:48.300000,-2.6754,0.1013,736.9798,-124.7831,131.799,53
6485,102.0,2023-05-05 11:44:51.320004,-1.7964,0.8605,97.4112,-24.5222,17.7121,53
6585,402.0,2023-05-05 11:44:51.320004,-2.8283,0.3545,383.9147,-96.6464,69.8066,53
6685,702.0,2023-05-05 11:44:51.320004,-2.4079,0.1472,670.4182,-168.7706,121.901,53
6785,24.0,2023-05-05 11:44:54.330000,-0.0382,0.0864,22.3916,-7.5661,4.1676,53
6885,342.0,2023-05-05 11:44:54.330000,-2.4079,0.4001,319.0809,-107.8168,59.3877,53
6985,642.0,2023-05-05 11:44:54.330000,-1.7581,0.165,598.9765,-202.3929,111.4821,53
7085,948.0,2023-05-05 11:44:54.330000,0.8791,0.0206,884.47,-298.8605,164.6185,53
7185,267.0,2023-05-05 11:44:57.350004,-1.7581,0.5363,241.6808,-103.5845,46.3641,53
7285,567.0,2023-05-05 11:44:57.350004,-0.8791,0.2078,513.2323,-219.9716,98.4585,53
7385,867.0,2023-05-05 11:44:57.350004,1.2613,0.0375,784.7838,-336.3588,150.553,53
7485,237.0,2023-05-05 11:45:00.360000,-1.0702,0.6019,206.6314,-108.5299,41.1546,53
7585,537.0,2023-05-05 11:45:00.360000,-0.344,0.2346,468.1902,-245.9096,93.2491,53
7685,837.0,2023-05-05 11:45:00.360000,1.567,0.056,729.749,-383.2893,145.3435,53
7785,183.0,2023-05-05 11:45:03.380004,-0.2675,0.7378,152.4337,-96.1413,31.7776,53
7885,483.0,2023-05-05 11:45:03.380004,0.0,0.2804,402.325,-253.75,83.8721,53
7985,783.0,2023-05-05 11:45:03.380004,2.1021,0.098,652.2163,-411.3587,135.9665,53
8085,138.0,2023-05-05 11:45:06.390000,-1.3377,0.8116,108.879,-81.3334,23.9634,53
8185,438.0,2023-05-05 11:45:06.390000,0.8408,0.2992,345.5724,-258.1451,76.0579,53
8285,738.0,2023-05-05 11:45:06.390000,2.4079,0.1742,582.2658,-434.9568,128.1524,53
8385,87.0,2023-05-05 11:45:09.410004,0.0382,0.5114,64.3769,-56.5366,15.1074,53
8485,387.0,2023-05-05 11:45:09.410004,1.8346,0.367,286.3661,-251.4903,67.2018,53
8585,687.0,2023-05-05 11:45:09.410004,3.1341,0.1664,508.3554,-446.4439,119.2963,53
8685,18.0,2023-05-05 11:45:12.430008,-0.4969,0.0851,12.3539,-12.7127,3.1257,53
8785,336.0,2023-05-05 11:45:12.430008,2.6754,0.4428,230.6059,-237.3029,58.3458,53
8885,636.0,2023-05-05 11:45:12.430008,3.6309,0.1744,436.504,-449.1806,110.4402,53
8985,948.0,2023-05-05 11:45:12.430008,5.5037,0.0214,650.6381,-669.5333,164.6185,53
9085,249.0,2023-05-05 11:45:15.440004,0.8791,0.6043,156.4721,-188.8066,43.2384,53
9185,549.0,2023-05-05 11:45:15.440004,3.3634,0.2472,344.9927,-416.2844,95.3328,53
9285,849.0,2023-05-05 11:45:15.440004,6.0006,0.0451,533.5133,-643.7622,147.4273,53
9385,141.0,2023-05-05 11:45:18.460008,0.9173,0.7916,79.8837,-113.5787,24.4844,53
9485,441.0,2023-05-05 11:45:18.460008,4.0896,0.2971,249.8489,-355.2354,76.5788,53
9585,741.0,2023-05-05 11:45:18.460008,6.0388,0.1342,419.8142,-596.8922,128.6733,53
9685,60.0,2023-05-05 11:45:21.470004,7.8352,0.0645,30.0785,-50.8599,10.4189,53
9785,375.0,2023-05-05 11:45:21.470004,4.6629,0.3744,187.9905,-317.8745,65.1181,53
9885,675.0,2023-05-05 11:45:21.470004,5.198,0.2231,338.3829,-572.1742,117.2125,53
9985,1014.0,2023-05-05 11:45:21.470004,8.5996,0.0199,508.3262,-859.5327,176.0793,53
10085,306.0,2023-05-05 11:45:24.490008,3.5163,0.4973,132.4817,-270.6679,53.1363,53
10185,606.0,2023-05-05 11:45:24.490008,5.3126,0.2151,262.3657,-536.0286,105.2308,53
10285,906.0,2023-05-05 11:45:24.490008,8.4085,0.033,392.2498,-801.3893,157.3252,53
10385,240.0,2023-05-05 11:45:27.500004,4.6247,0.5888,86.8159,-219.8321,41.6756,53
10485,540.0,2023-05-05 11:45:27.500004,6.9561,0.2335,195.3357,-494.6222,93.77,53
10585,840.0,2023-05-05 11:45:27.500004,8.4467,0.0454,303.8555,-769.4124,145.8645,53
10685,213.0,2023-05-05 11:45:30.520008,5.1215,0.6561,61.3991,-200.5769,36.9871,53
10785,513.0,2023-05-05 11:45:30.520008,6.6504,0.2799,147.8767,-483.0797,89.0815,53
10885,813.0,2023-05-05 11:45:30.520008,8.9054,0.081,234.3543,-765.5824,141.176,53
10985,123.0,2023-05-05 11:45:33.530004,2.1786,0.7965,26.197,-118.2646,21.3587,53
11085,423.0,2023-05-05 11:45:33.530004,7.2619,0.3171,90.0921,-406.715,73.4532,53
11185,723.0,2023-05-05 11:45:33.530004,8.7525,0.1508,153.9871,-695.1653,125.5476,53
11285,1113.0,2023-05-05 11:45:33.530004,8.9818,0.019,237.0507,-1070.1507,193.2704,53
11385,309.0,2023-05-05 11:45:36.550008,5.0833,0.4796,42.1408,-301.3736,53.6573,53
11485,609.0,2023-05-05 11:45:36.550008,8.5614,0.1949,83.0541,-593.9693,105.7517,53
11585,909.0,2023-05-05 11:45:36.550008,10.2813,0.0409,123.9675,-886.5651,157.8462,53
11685,240.0,2023-05-05 11:45:39.560004,5.5802,0.5607,14.182,-235.928,41.6756,53
11785,540.0,2023-05-05 11:45:39.560004,8.5232,0.2226,31.9095,-530.838,93.77,53
11885,840.0,2023-05-05 11:45:39.560004,10.5871,0.0913,49.637,-825.748,145.8645,53
11985,177.0,2023-05-05 11:45:42.580008,3.287,0.7142,-3.2855,-174.28,30.7357,53
12085,477.0,2023-05-05 11:45:42.580008,7.3765,0.311,-8.8541,-469.6698,82.8302,53
12185,777.0,2023-05-05 11:45:42.580008,10.5106,0.1123,-14.4227,-765.0597,134.9246,53
12285,105.0,2023-05-05 11:45:45.600012,3.8603,0.9205,-10.1085,-102.9095,18.2331,53
12385,405.0,2023-05-05 11:45:45.600012,7.4148,0.3766,-38.9899,-396.9368,70.3275,53
12485,705.0,2023-05-05 11:45:45.600012,10.1284,0.1811,-67.8714,-690.9641,122.422,53
12585,48.0,2023-05-05 11:45:48.610008,-4.854,0.3148,-8.3222,-46.5324,8.3351,53
12685,357.0,2023-05-05 11:45:48.610008,7.9116,0.3982,-61.8964,-346.0849,61.9924,53
12785,657.0,2023-05-05 11:45:48.610008,10.0902,0.1764,-113.9102,-636.9126,114.0869,53
12885,957.0,2023-05-05 11:45:48.610008,11.963,0.0301,-165.924,-927.7403,166.1813,53
12985,285.0,2023-05-05 11:45:51.630012,5.8859,0.4669,-71.0327,-271.5329,49.4897,53
13085,585.0,2023-05-05 11:45:51.630012,10.2049,0.1986,-145.8041,-557.357,101.5842,53
13185,885.0,2023-05-05 11:45:51.630012,11.7337,0.0237,-220.5754,-843.1811,153.6786,53
13285,213.0,2023-05-05 11:45:54.640008,6.0388,0.5914,-68.9498,-198.1083,36.9871,53
13385,513.0,2023-05-05 11:45:54.640008,8.2174,0.2461,-166.0623,-477.134,89.0815,53
13485,813.0,2023-05-05 11:45:54.640008,10.6635,0.1246,-263.1747,-756.1597,141.176,53
13585,168.0,2023-05-05 11:45:57.660012,5.6948,0.6884,-66.5806,-151.4594,29.1729,53
13685,468.0,2023-05-05 11:45:57.660012,7.797,0.2857,-185.4747,-421.9227,81.2673,53
13785,768.0,2023-05-05 11:45:57.660012,10.052,0.15,-304.3687,-692.386,133.3618,53
13885,108.0,2023-05-05 11:46:00.670008,5.8095,0.847,-50.3419,-93.6909,18.754,53
13985,408.0,2023-05-05 11:46:00.670008,9.3258,0.3105,-190.1806,-353.9433,70.8485,53
14085,708.0,2023-05-05 11:46:00.670008,11.7719,0.1422,-330.0192,-614.1957,122.9429,53
14185,1026.0,2023-05-05 11:46:00.670008,12.1923,0.0194,-478.2482,-890.0632,178.163,53
14285,315.0,2023-05-05 11:46:03.690012,8.5614,0.4249,-167.9092,-260.8439,54.6992,53
14385,615.0,2023-05-05 11:46:03.690012,11.1604,0.1724,-327.8226,-509.2666,106.7936,53
14485,915.0,2023-05-05 11:46:03.690012,12.1923,0.0866,-487.7361,-757.6893,158.8881,53
